jornal,coluna,data,titulo,link,metaforico
Folha de S. Paulo,Colunas,2007-09-14,Tristeza não tem fim,https://www1.folha.uol.com.br/colunas/luizcaversan/328598-tristeza-nao-tem-fim.shtml,0
Folha de S. Paulo,Ilustrada,2007-09-23,Filho de Rita Lee estréia na TV como apresentador,https://www1.folha.uol.com.br/fsp/ilustrad/fq2309200717.htm,0
Folha de S. Paulo,Cotidiano,2007-09-24,Pacientes de São Paulo começam a receber remédios em casa,https://www1.folha.uol.com.br/folha/cotidiano/ult95u330982.shtml,0
Folha de S. Paulo,Equilíbrio,2007-09-27,Esquizofrenia,https://www1.folha.uol.com.br/fsp/equilibrio/eq2709200712.htm,0
Folha de S. Paulo,Cotidiano,2007-10-16,Polícia indicia por homicídio mãe suspeita de jogar filhas em cisterna,https://www1.folha.uol.com.br/folha/cotidiano/ult95u337225.shtml,0
Folha de S. Paulo,CIência,2007-10-19,Watson se desculpa por declaração racista,https://www1.folha.uol.com.br/fsp/ciencia/fe1910200701.htm,0
Folha de S. Paulo,BBC,2007-11-21,Britânico quebra perna de namorada para receber indenização,https://www1.folha.uol.com.br/bbc/2007/11/347198-britanico-quebra-perna-de-namorada-para-receber-indenizacao.shtml,0
Folha de S. Paulo,Cotidiano,2007-12-17,Médicos criticam dosagem dos medicamentos,https://www1.folha.uol.com.br/fsp/cotidian/ff1712200704.htm,0
Folha de S. Paulo,Ilustrada,2008-05-01,Vitamina D,https://www1.folha.uol.com.br/fsp/ilustrad/fq0501200818.htm,0
Folha de S. Paulo,Cotidiano,2008-03-02,Filho adotivo é suspeito de matar a mãe em São Paulo,https://www1.folha.uol.com.br/cotidiano/2008/02/369426-filho-adotivo-e-suspeito-de-matar-a-mae-em-sao-paulo.shtml,0
Folha de S. Paulo,Cotidiano,2008-04-02,Filho mata a mãe adotiva ao ser liberado de hospital,https://www1.folha.uol.com.br/fsp/cotidian/ff0402200826.htm,0
Folha de S. Paulo,BBC,2008-05-02,"Salto alto pode melhorar vida sexual de mulheres, diz estudo",https://www1.folha.uol.com.br/bbc/2008/02/369717-salto-alto-pode-melhorar-vida-sexual-de-mulheres-diz-estudo.shtml,0
Folha de S. Paulo,BBC,2008-05-02,Estudo relaciona estresse na gravidez a risco de esquizofrenia,https://www1.folha.uol.com.br/bbc/2008/02/369720-estudo-relaciona-estresse-na-gravidez-a-risco-de-esquizofrenia.shtml,0
Folha de S. Paulo,Ilustrada,2008-01-03,Romance,https://www1.folha.uol.com.br/fsp/ilustrad/fq0103200815.htm,0
Folha de S. Paulo,Ilustrada,2008-03-16,"Ex-""Friends"" se isola em nova série",https://www1.folha.uol.com.br/ilustrada/2008/03/382405-ex-friends-se-isola-em-nova-serie.shtml,0
Folha de S. Paulo,CIência,2008-03-28,Estudo explica as bases genéticas da esquizofrenia,https://www1.folha.uol.com.br/fsp/ciencia/fe2803200801.htm,0
Folha de S. Paulo,Mundo,2008-09-04,Seita apocalíptica russa diz que duas mulheres morreram em caverna,https://www1.folha.uol.com.br/mundo/2008/04/390413-seita-apocaliptica-russa-diz-que-duas-mulheres-morreram-em-caverna.shtml,0
Folha de S. Paulo,Cotidiano,2008-04-15,À polícia pai disse que mulher passava por uma fase difícil,https://www1.folha.uol.com.br/fsp/cotidian/ff1504200803.htm,0
Folha de S. Paulo,Ilustrada,2008-04-24,Parlapatões mostram criação inédita,https://www1.folha.uol.com.br/fsp/ilustrad/fq2404200818.htm,0
Folha de S. Paulo,Painel do leitor,2008-05-05,Isabella,https://www1.folha.uol.com.br/paineldoleitor/secaodecartas/398533-propaganda-de-cerveja-senai-desmatamento-isabella.shtml,0
Folha de S. Paulo,CIência,2008-06-05,Estudo detecta desordem mental em pais de autistas,https://www1.folha.uol.com.br/ciencia/2008/05/399015-estudo-detecta-desordem-mental-em-pais-de-autistas.shtml,0
Folha de S. Paulo,BBC,2008-05-14,"""Washington Post"" acusa EUA de drogar deportados",https://www1.folha.uol.com.br/folha/bbc/ult272u401821.shtml,0
Folha de S. Paulo,Mundo,2008-05-16,Adeptos de seita russa deixam caverna onde esperavam por fim do mundo,https://www1.folha.uol.com.br/mundo/2008/05/402447-adeptos-de-seita-russa-deixam-caverna-onde-esperavam-por-fim-do-mundo.shtml,0
Folha de S. Paulo,Ilustrada,2008-05-17,Dramas familiares entram na competição,https://www1.folha.uol.com.br/fsp/ilustrad/fq1705200837.htm,0
Folha de S. Paulo,Cotidiano,2008-05-18,"Na cidade, Justiça aceitou pedido de aposentados, mas negou de adolescente",https://www1.folha.uol.com.br/fsp/cotidian/ff1805200803.htm,0
Folha de S. Paulo,BBC,2008-03-06,"Maconha pode ""encolher"" o cérebro, dizem cientistas",https://www1.folha.uol.com.br/bbc/2008/06/408209-maconha-pode-encolher-o-cerebro-dizem-cientistas.shtml,0
Folha de S. Paulo,Cotidiano,2008-02-07,Mãe é presa por arremessar bebê de oito meses do 6º andar de prédio em Curitiba,https://www1.folha.uol.com.br/fsp/cotidian/ff0207200827.htm,0
Folha de S. Paulo,Cotidiano,2008-08-07,Polícia indicia por homicídio mãe que jogou bebê pela janela em Curitiba,https://www1.folha.uol.com.br/cotidiano/2008/07/420502-policia-indicia-por-homicidio-mae-que-jogou-bebe-pela-janela-em-curitiba.shtml,0
Folha de S. Paulo,Ilustrada,2008-07-21,Globo escala Tony Ramos e Osmar Prado para novela,https://www1.folha.uol.com.br/ilustrada/2008/07/424622-globo-escala-tony-ramos-e-osmar-prado-para-novela.shtml,0
Folha de S. Paulo,Poder,2008-07-25,Lista de candidatos impugnados inclui esquizofrênicos e torturadores,https://www1.folha.uol.com.br/poder/2008/07/425978-lista-de-candidatos-impugnados-inclui-esquizofrenicos-e-torturadores.shtml,0
Folha de S. Paulo,cotidiano,2008-07-27,"No Rio, tráfico vende o crack já misturado com a maconha",https://www1.folha.uol.com.br/fsp/cotidian/ff2707200802.htm,0
Folha de S. Paulo,Folhacorrida,2008-07-31,Estudo vê regiões do DNA ligadas à esquizofrenia,https://www1.folha.uol.com.br/fsp/corrida/cr3107200802.htm,0
Folha de S. Paulo,CIência,2008-07-31,Estudo vê áreas da esquizofrenia no DNA,https://www1.folha.uol.com.br/fsp/ciencia/fe3107200802.htm,0
Folha de S. Paulo,Ilustrada,2008-02-08,Colombiana usa loucura para retratar país,https://www1.folha.uol.com.br/fsp/ilustrad/fq0208200817.htm,0
Folha de S. Paulo,Teatro,2008-05-08,"""Algumas Vozes"" aborda a esquizofrenia e as angústias da vida",https://guia.folha.uol.com.br/teatro/ult10053u429467.shtml,0
Folha de S. Paulo,Equilíbrio,2008-08-14,Encontro sobre esquizofrenia,https://www1.folha.uol.com.br/fsp/equilibrio/eq1408200811.htm,0
Folha de S. Paulo,cotidiano,2008-08-14,Justiça condena SC a indenizar mãe de paciente que se matou em hospital,https://www1.folha.uol.com.br/cotidiano/2008/08/433559-justica-condena-sc-a-indenizar-mae-de-paciente-que-se-matou-em-hospital.shtml,0
Folha de S. Paulo,Ilustrada,2008-01-09,"Amy Winehouse foi internada por uso excessivo de maconha, diz ""The Sun""",https://www1.folha.uol.com.br/ilustrada/2008/09/440017-amy-winehouse-foi-internada-por-uso-excessivo-de-maconha-diz-the-sun.shtml,0
Folha de S. Paulo,Equilíbrio,2008-09-18,O barato da sálvia,https://www1.folha.uol.com.br/fsp/equilibrio/eq1809200806.htm,0
Folha de S. Paulo,Ilustrada,2008-09-26,TV paga bate recorde com horário eleitoral,https://www1.folha.uol.com.br/fsp/ilustrad/fq2609200804.htm,0
Folha de S. Paulo,Folhacorrida,2008-09-10,ESQUIZOFRENIA E VITAMINA D,https://www1.folha.uol.com.br/fsp/corrida/cr0910200810.htm,0
Folha de S. Paulo,Equilíbrio,2008-09-10,Esquizofrenia D,https://www1.folha.uol.com.br/fsp/equilibrio/eq0910200806.htm,0
Folha de S. Paulo,equilibrio e saúde,2008-09-10,"Deficiência de vitamina D na gravidez eleva risco de esquizofrenia, diz cientista",https://www1.folha.uol.com.br/equilibrioesaude/2008/10/454279-deficiencia-de-vitamina-d-na-gravidez-eleva-risco-de-esquizofrenia-diz-cientista.shtml,0
Folha de S. Paulo,Saúde,2008-10-19,Neurocientista vê seu cérebro se deteriorar,https://www1.folha.uol.com.br/fsp/saude/sd1910200801.htm,0
Folha de S. Paulo,BBC,2008-10-30,Jennifer Aniston vira nome de neurônio que reage a celebridades,https://www1.folha.uol.com.br/bbc/2008/10/462266-jennifer-aniston-vira-nome-de-neuronio-que-reage-a-celebridades.shtml,0
Folha de S. Paulo,Esporte,2008-02-12,Homem acusado de ameaçar Sharapova de morte é preso nos EUA,https://www1.folha.uol.com.br/esporte/2008/12/474254-homem-acusado-de-ameacar-sharapova-de-morte-e-preso-nos-eua.shtml,0
Folha de S. Paulo,Equlíbrio,2008-11-12,DOENÇA MENTAL,https://www1.folha.uol.com.br/fsp/equilibrio/eq1112200807.htm,0
Folha de S. Paulo,cotidiano,2008-12-17,"Censo sobre a saúde mental mostra que apenas 37,8% dos pacientes internados recebem visitas",https://www1.folha.uol.com.br/cotidiano/2008/12/480607-censo-sobre-a-saude-mental-mostra-que-apenas-378-dos-pacientes-internados-recebem-visitas.shtml,0
Folha de S. Paulo,Saúde,2008-12-19,"Novos transtornos mentais serão incluídos na ""bíblia"" da psiquiatria",https://www1.folha.uol.com.br/fsp/saude/sd1912200803.htm,0
Folha de S. Paulo,+mais!,2008-12-21,Só um instante,https://www1.folha.uol.com.br/fsp/mais/fs2112200807.htm,0
Folha de S. Paulo,Saúde,2008-12-27,DIVÓRCIO PODE PIORAR SAÚDE MENTAL,https://www1.folha.uol.com.br/fsp/saude/sd2712200807.htm,0
Folha de S. Paulo,Cotidiano,2008-12-30,Aposentado mata a cunhada e fere 2 irmãos na zona norte,https://www1.folha.uol.com.br/fsp/cotidian/ff3012200808.htm,0
Folha de S. Paulo,Cotidiano,2008-12-30,Aposentado mata a cunhada e fere 2 irmãos na zona norte de SP,https://www1.folha.uol.com.br/cotidiano/2008/12/484433-aposentado-mata-a-cunhada-e-fere-2-irmaos-na-zona-norte-de-sp.shtml,0
Folha de S. Paulo,Ilustrada,2009-03-01,Genética e comportamento social,https://www1.folha.uol.com.br/fsp/ilustrad/fq0301200926.htm,0
Folha de S. Paulo,CIência,2009-01-14,"Gene presente em macacos e humanos condiciona comportamento social, diz estudo",https://www1.folha.uol.com.br/ciencia/2009/01/489977-gene-presente-em-macacos-e-humanos-condiciona-comportamento-social-diz-estudo.shtml,0
Folha de S. Paulo,Ilustrada,2009-01-15,Cássia Kiss estrela peça com olhar duro sobre família,https://www1.folha.uol.com.br/fsp/ilustrad/fq1501200920.htm,0
Folha de S. Paulo,Ilustrada,2009-01-20,Ben Stiller produzirá série cômica sobre a CIA,https://www1.folha.uol.com.br/ilustrada/2009/01/492266-ben-stiller-produzira-serie-comica-sobre-a-cia.shtml,0
Folha de S. Paulo,Saúde,2009-01-22,Ioga e terapia serão usadas para prevenir doença mental,https://www1.folha.uol.com.br/fsp/saude/sd2201200901.htm,0
Folha de S. Paulo,Ilustrada,2009-01-31,TODO OUVIDOS,https://www1.folha.uol.com.br/fsp/ilustrad/fq3101200906.htm,0
Folha de S. Paulo,Show! (Agora),2009-10-02,Realidade na ficção,https://agora.folha.uol.com.br/show/ult10111u501336.shtml,0
Folha de S. Paulo,Cotidiano,2009-02-13,"Distúrbios psicológicos podem desencadear automutilação, dizem especialistas",https://www1.folha.uol.com.br/cotidiano/2009/02/503777-disturbios-psicologicos-podem-desencadear-automutilacao-dizem-especialistas.shtml,0
Folha de S. Paulo,Teatro,2009-02-15,"Falta de perspectiva permite reflexão e riso em ""O Zoológico de Vidro""",https://guia.folha.uol.com.br/teatro/ult10053u503221.shtml,0
Folha de S. Paulo,Ilustrada,2009-02-21,Teens rebeldes da novela de Gloria Perez já estão mais para os 30,https://www1.folha.uol.com.br/fsp/ilustrad/fq2102200920.htm,0
Folha de S. Paulo,Mundo,2009-06-03,"Acusado de decapitar homem e depois comê-lo é doente mental, diz tribunal",https://www1.folha.uol.com.br/mundo/2009/03/530488-acusado-de-decapitar-homem-e-depois-come-lo-e-doente-mental-diz-tribunal.shtml,0
Folha de S. Paulo,BBC,2009-10-03,"Pais mais velhos têm mais chances de ter filhos menos inteligentes, diz estudo",https://www1.folha.uol.com.br/bbc/2009/03/532048-pais-mais-velhos-tem-mais-chances-de-ter-filhos-menos-inteligentes-diz-estudo.shtml,0
Folha de S. Paulo,saúde,2009-03-28,Tabagismo pode levar a transtornos psiquiátricos,https://www1.folha.uol.com.br/fsp/saude/sd2803200901.htm,0
Folha de S. Paulo,Teatro,2009-01-04,"""Algumas Vozes"" usa esquizofrenia para falar de angústias da vida",https://guia.folha.uol.com.br/teatro/ult10053u543570.shtml,0
Folha de S. Paulo,Painel do leitor,2009-04-14,PAINEL DO LEITOR,https://www1.folha.uol.com.br/fsp/opiniao/fz1404200910.htm,0
Folha de S. Paulo,Painel do leitor,2009-04-15,"Hospitais psiquiátricos, hospitais em Minas, fumo",https://www1.folha.uol.com.br/paineldoleitor/secaodecartas/2009/04/550725-hospitais-psiquiatricos-hospitais-em-minas-fumo.shtml,0
Folha de S. Paulo,Painel do leitor,2009-04-16,"Hospitais psiquiátricos, nova Justiça, fumo, Ronaldo",https://www1.folha.uol.com.br/paineldoleitor/secaodecartas/551289-hospitais-psiquiatricos-nova-justica-fumo-ronaldo.shtml,0
Folha de S. Paulo,Saúde,2009-04-18,Era da medicina genômica pessoal pode ter de esperar,https://www1.folha.uol.com.br/fsp/saude/sd1804200903.htm,0
Folha de S. Paulo,Cotidiano,2009-04-19,"Falta leito psiquiátrico na rede, diz escritor",https://www1.folha.uol.com.br/fsp/cotidian/ff1904200909.htm,0
Folha de S. Paulo,Mercado,2009-04-20,Lucro da farmacêutica Eli Lilly sobe 23% no primeiro trimestre,https://www1.folha.uol.com.br/mercado/2009/04/553595-lucro-da-farmaceutica-eli-lilly-sobe-23-no-primeiro-trimestre.shtml,0
Folha de S. Paulo,Ilustrada,2009-04-22,"""Sobreviventes"" aborda vida pós-trauma",https://www1.folha.uol.com.br/fsp/ilustrad/fq2204200920.htm,0
Folha de S. Paulo,Painel do leitor,2009-04-22,Saúde mental,https://www1.folha.uol.com.br/fsp/opiniao/fz2204200910.htm,0
Folha de S. Paulo,Show! (Agora),2009-04-23,"""Mudou a forma como vejo o mundo"", diz ator",https://agora.folha.uol.com.br/show/ult10111u554725.shtml,0
Folha de S. Paulo,Show! (Agora),2009-04-23,Sofrimento e amigos no caminho de Tarso,https://agora.folha.uol.com.br/show/ult10111u554731.shtml,0
Folha de S. Paulo,Show! (Agora),2009-04-23,Esquizofrenia pode ser controlada,https://agora.folha.uol.com.br/show/ult10111u554728.shtml,0
Folha de S. Paulo,Ilustrada,2009-04-26,A sociedade sem traumas,https://www1.folha.uol.com.br/fsp/ilustrad/fq2604200920.htm,0
Folha de S. Paulo,Ilustrada,2009-04-28,"Novela: Em ""Paraíso"", Zefa vai embora da fazenda",https://www1.folha.uol.com.br/ilustrada/2009/04/556891-novela-em-paraiso-zefa-vai-embora-da-fazenda.shtml,0
Folha de S. Paulo,Show! (Agora),2009-04-28,Maya viaja com a mãe para vila e dá à luz um menino,https://agora.folha.uol.com.br/show/ult10111u557066.shtml,0
Folha de S. Paulo,BBC,2009-04-28,Polícia de Israel prende grupo por incitar evasão do serviço militar,https://www1.folha.uol.com.br/folha/bbc/ult272u557274.shtml,0
Folha de S. Paulo,Cotidiano,2009-04-30,Defesa alega que acusado tem distúrbio mental,https://www1.folha.uol.com.br/fsp/cotidian/ff3004200920.htm,0
Folha de S. Paulo,Equilíbrio,2009-04-30,Cuidados que matam,https://www1.folha.uol.com.br/fsp/equilibrio/eq3004200905.htm,0
Folha de S. Paulo,Cotidiano,2009-04-30,Servidor do Banco Central é acusado de matar mendigos em Brasília,https://www1.folha.uol.com.br/cotidiano/2009/04/558426-servidor-do-banco-central-e-acusado-de-matar-mendigos-em-brasilia.shtml,0
Folha de S. Paulo,NYT,2009-04-05,Decifração do genoma pode não levar à cura de doenças,https://www1.folha.uol.com.br/fsp/newyorktimes/ny0405200912.htm,0
Folha de S. Paulo,Saúde,2009-09-05,Antipsicótico novo e antigo trazem mesmo risco cardíaco,https://www1.folha.uol.com.br/fsp/saude/sd0905200901.htm,0
Folha de S. Paulo,Ilustrada,2009-10-05,Novela como alegoria,https://www1.folha.uol.com.br/fsp/ilustrad/fq1005200923.htm,0
Folha de S. Paulo,Ribeirão,2009-05-16,Rapaz é flagrado furtando cofre de doação a hospital,https://www1.folha.uol.com.br/fsp/ribeirao/ri1605200911.htm,0
Folha de S. Paulo,Ilustrada,2009-05-17,Os inumeráveis estados do ser,https://www1.folha.uol.com.br/fsp/ilustrad/fq1705200922.htm,0
Folha de S. Paulo,Nas ruas (Agora),2009-05-17,Primeira escola está inacabada,https://agora.folha.uol.com.br/saopaulo/ult10103u567114.shtml,0
Folha de S. Paulo,Cotidiano,2009-05-22,Atirador do shopping é acusado de tentar matar colega de cela,https://www1.folha.uol.com.br/fsp/cotidian/ff2205200923.htm,0
Folha de S. Paulo,Colunas,2009-05-31,Gagliasso pode tentar suicídio em novela,https://www1.folha.uol.com.br/colunas/zapping/574320-gagliasso-pode-tentar-suicidio-em-novela.shtml,0
Folha de S. Paulo,NYT,2009-01-06,Como se concentrar em meio a tantas distrações,https://www1.folha.uol.com.br/fsp/newyorktimes/ny0106200915.htm,0
Folha de S. Paulo,Saúde,2009-02-06,Professor é educado para identificar esquizofrenia,https://www1.folha.uol.com.br/fsp/saude/sd0206200901.htm,0
Folha de S. Paulo,CIência,2009-03-06,Autismo é o preço da inteligência,https://www1.folha.uol.com.br/fsp/ciencia/fe0306200901.htm,0
Folha de S. Paulo,Colunas,2009-06-06,Cachê alto,https://www1.folha.uol.com.br/folha/colunas/zapping/ult3954u577436.shtml,0
Folha de S. Paulo,Saúde,2009-07-06,Esquizofrenia sob controle,https://www1.folha.uol.com.br/fsp/saude/sd0706200901.htm,0
Folha de S. Paulo,Show! (Agora),2009-10-06,Ator fala sobre distúrbio em blog,https://agora.folha.uol.com.br/show/ult10111u579045.shtml,0
Folha de S. Paulo,saúde,2009-11-06,FDA AVALIA LIBERAÇÃO DE DROGAS PARA CRIANÇAS,https://www1.folha.uol.com.br/fsp/saude/sd1106200906.htm,0
Folha de S. Paulo,Ilustrada,2009-06-15,"""Washington Post"" diz que novelas alteram costumes no Brasil",https://www1.folha.uol.com.br/ilustrada/2009/06/581116-washington-post-diz-que-novelas-alteram-costumes-no-brasil.shtml,0
Folha de S. Paulo,CIência,2009-06-18,"DNA apagado dobra risco de tumor no cérebro, diz grupo",https://www1.folha.uol.com.br/fsp/ciencia/fe1806200902.htm,0
Folha de S. Paulo,Defesa do cidadão (Agora),2009-06-21,Taxista fica sem o benefício,https://agora.folha.uol.com.br/defesadocidadao/ult10108u584083.shtml,0
Folha de S. Paulo,Cotidiano,2009-04-07,Paciente produz e dirige documentário; ator cria blog contra preconceito,https://www1.folha.uol.com.br/fsp/cotidian/ff0407200908.htm,0
Folha de S. Paulo,CIência,2009-06-07,"Pesquisadores transformam atividade cerebral em ""música""",https://www1.folha.uol.com.br/ciencia/2009/07/591212-pesquisadores-transformam-atividade-cerebral-em-musica.shtml,0
Folha de S. Paulo,Colunas,2009-09-07,Michael who?,https://www1.folha.uol.com.br/colunas/helioschwartsman/2009/07/592447-michael-who.shtml,0
Folha de S. Paulo,Cotidiano,2009-10-07,Internação psiquiátrica é via-crúcis de doentes,https://www1.folha.uol.com.br/fsp/cotidian/ff1007200931.htm,0
Folha de S. Paulo,Cotidiano,2009-07-15,"PM confunde rádio com arma e mata homem em Belém (PA), dizem testemunhas",https://www1.folha.uol.com.br/cotidiano/2009/07/595654-pm-confunde-radio-com-arma-e-mata-homem-em-belem-pa-dizem-testemunhas.shtml,0
Folha de S. Paulo,Ilustrada,2009-07-19,Boas intenções não bastam,https://www1.folha.uol.com.br/fsp/ilustrad/fq1907200922.htm,0
Folha de S. Paulo,Painel do leitor,2009-07-21,Ferreira Gullar,https://www1.folha.uol.com.br/paineldoleitor/secaodecartas/597821-jose-simao-educacao-une-ferreira-gullar.shtml,0
Folha de S. Paulo,Ilustrada,2009-07-26,CAMINHO DAS ÍNDIAS,https://www1.folha.uol.com.br/fsp/ilustrad/fq2607200917.htm,0
Folha de S. Paulo,Painel do leitor,2009-07-27,Saúde mental,https://www1.folha.uol.com.br/fsp/opiniao/fz2707200910.htm,0
Folha de S. Paulo,Ilustrada,2009-07-29,"Novela: Ramiro e Yvone se beijam em ""Caminho das Índias""",https://www1.folha.uol.com.br/ilustrada/2009/07/601646-novela-ramiro-e-yvone-se-beijam-em-caminho-das-indias.shtml,0
Folha de S. Paulo,Colunas,2009-06-08,Priscila barra Ana em evento em SP,https://www1.folha.uol.com.br/folha/colunas/zapping/ult3954u605692.shtml,0
Folha de S. Paulo,Teatro,2009-12-08,"Visto por 22 mil, ""O Zoológico de Vidro"", com Cássia Kiss, volta a SP
",https://guia.folha.uol.com.br/teatro/ult10053u608211.shtml,0
Folha de S. Paulo,CIência,2009-08-20,Diferença anatômica no cérebro explica alucinações auditivas esquizofrênicas,https://www1.folha.uol.com.br/ciencia/2009/08/612556-diferenca-anatomica-no-cerebro-explica-alucinacoes-auditivas-esquizofrenicas.shtml,0
Folha de S. Paulo,CIência,2009-08-30,O eu no cérebro,https://www1.folha.uol.com.br/fsp/ciencia/fe3008200904.htm,0
Folha de S. Paulo,Folhateen,2009-08-31,"De repente, adulto",https://www1.folha.uol.com.br/fsp/folhatee/fm3108200909.htm,0
Folha de S. Paulo,Show! (Agora),2009-03-09,No caminho de Gloria,https://agora.folha.uol.com.br/show/ult10111u618547.shtml,0
Folha de S. Paulo,Show! (Agora),2009-04-09,Ela adora um drama,https://agora.folha.uol.com.br/show/ult10111u619121.shtml,0
Folha de S. Paulo,Mercado,2009-09-15,Opel e farmacêutica Eli Lilly planejam demitir 16 mil,https://www1.folha.uol.com.br/fsp/dinheiro/fi1509200922.htm,0
Folha de S. Paulo,Ilustrada,2009-09-16,TARSO,https://www1.folha.uol.com.br/fsp/ilustrad/fq1609200907.htm,0
Folha de S. Paulo,Nas ruas (Agora),2009-09-23,Pacientes ficam sem remédio em AMEs do Estado,https://agora.folha.uol.com.br/saopaulo/ult10103u627853.shtml,0
Folha de S. Paulo,CIência,2009-07-10,"Autismo, esquizofrenia e retardo mental compartilham base genética, dizem cientistas",https://www1.folha.uol.com.br/ciencia/2009/10/634878-autismo-esquizofrenia-e-retardo-mental-compartilham-base-genetica-dizem-cientistas.shtml,0
Folha de S. Paulo,Colunas,2009-10-15,Os grilhões da homeopatia,https://www1.folha.uol.com.br/colunas/helioschwartsman/637928-os-grilhoes-da-homeopatia.shtml,0
Folha de S. Paulo,CIência,2009-10-24,Cientistas avaliam os benefícios terapêuticos do LSD,https://www1.folha.uol.com.br/ciencia/2009/10/642734-cientistas-avaliam-os-beneficios-terapeuticos-do-lsd.shtml,0
Folha de S. Paulo,saúde,2009-10-28,Antipsicótico faz criança engordar 8 kg em 12 semanas,https://www1.folha.uol.com.br/fsp/saude/sd2810200901.htm,0
Folha de S. Paulo,Ilustrada,2009-03-11,Outro Canal,https://www1.folha.uol.com.br/fsp/ilustrad/fq0311200905.htm,0
Folha de S. Paulo,Saúde,2009-04-11,Campanha quer prevenir suicídio,https://www1.folha.uol.com.br/fsp/saude/sd0411200901.htm,0
Folha de S. Paulo,CIência,2009-04-11,"Dopamina é substância da motivação, não do prazer, dizem pesquisadores",https://www1.folha.uol.com.br/ciencia/2009/11/647490-dopamina-e-substancia-da-motivacao-nao-do-prazer-dizem-pesquisadores.shtml,0
Folha de S. Paulo,Cinema,2009-04-11,Filme em fragmentos enfoca garota saída de hospital psiquiátrico,https://guia.folha.uol.com.br/cinema/ult10044u647593.shtml,0
Folha de S. Paulo,Cinema,2009-06-11,"""500 Dias com Ela"", ""Fama"" e ""Jogos Mortais 6"" chegam aos cinemas",https://guia.folha.uol.com.br/cinema/ult10044u648090.shtml,0
Folha de S. Paulo,Ilustrada,2009-07-11,Dieta e violência,https://www1.folha.uol.com.br/fsp/ilustrad/fq0711200925.htm,0
Folha de S. Paulo,Mundo,2009-07-11,Juiz nega liberdade condicional a acusado de tiroteio em Orlando,https://www1.folha.uol.com.br/folha/mundo/ult94u649244.shtml,0
Folha de S. Paulo,BBC,2009-10-11,EUA rejeitam recurso e mantêm execução de atirador de Washington,https://www1.folha.uol.com.br/folha/bbc/ult272u650216.shtml,0
Folha de S. Paulo,Ciência,2009-11-11,"Duas moléculas estão associadas à capacidade da fala humana, indica pesquisa",https://www1.folha.uol.com.br/folha/ciencia/ult306u650862.shtml,0
Folha de S. Paulo,equilibrio e saúde,2009-11-18,"Sonho ""esquenta circuitos"" do cérebro para o despertar, mostra estudo",https://www1.folha.uol.com.br/equilibrioesaude/2009/11/654139-sonho-esquenta-circuitos-do-cerebro-para-o-despertar-mostra-estudo.shtml,0
Folha de S. Paulo,Ciência,2009-11-19,Empresa genômica pioneira pede falência,https://www1.folha.uol.com.br/fsp/ciencia/fe1911200904.htm,0
Folha de S. Paulo,Livraria da Folha,2009-11-20,Biografia sobre Lispector aborda estupro da mãe e amor por um gay; leia trecho,https://www1.folha.uol.com.br/folha/livrariadafolha/ult10082u655509.shtml,0
Folha de S. Paulo,Livraria da Folha,2009-11-22,Conheça mais sobre dois romances recém-lançados no Brasil,https://www1.folha.uol.com.br/folha/livrariadafolha/ult10082u655901.shtml,0
Folha de S. Paulo,equilibrio e saúde,2009-11-26,Leia íntegra do bate-papo promovido pelo Folhateen sobre uso de maconha,https://www1.folha.uol.com.br/folha/equilibrio/noticias/ult263u658195.shtml,0
Folha de S. Paulo,Acontece,2009-11-27,O SOLISTA,https://www1.folha.uol.com.br/fsp/campinas/cm2711200901.htm,0
Folha de S. Paulo,Saúde,2009-11-30,Remédio e dor crônica favorecem queda,https://www1.folha.uol.com.br/fsp/saude/sd3011200901.htm,0
Folha de S. Paulo,Mundo,2009-01-12,Polícia prende chinês suspeito de matar seis membros da própria família,https://www1.folha.uol.com.br/mundo/2009/12/659961-policia-prende-chines-suspeito-de-matar-seis-membros-da-propria-familia.shtml,0
Folha de S. Paulo,equilibrio e saúde,2009-02-12,"Maconha eleva risco de esquizofrenia em até seis vezes, dizem especialistas",https://www1.folha.uol.com.br/equilibrioesaude/2009/12/660499-maconha-eleva-risco-de-esquizofrenia-em-ate-seis-vezes-dizem-especialistas.shtml,0
Folha de S. Paulo,Brasil,2009-05-12,Treze teses para entender o MST,https://www1.folha.uol.com.br/fsp/brasil/fc0512200918.htm,0
Folha de S. Paulo,Mundo,2009-12-14,Camponês mata doze parentes e incendeia casas em povoado da China,https://www1.folha.uol.com.br/folha/mundo/ult94u666205.shtml,0
Folha de S. Paulo,Saúde,2009-12-29,Brasil testa maconha para tratar Parkinson,https://www1.folha.uol.com.br/fsp/saude/sd2912200901.htm,0
Folha de S. Paulo,equilibrio e saúde,2010-07-01,"Ondas do celular podem frear e até reverter Alzheimer, indica pesquisa",https://www1.folha.uol.com.br/equilibrioesaude/2010/01/675756-ondas-do-celular-podem-frear-e-ate-reverter-alzheimer-indica-pesquisa.shtml,0
Folha de S. Paulo,BBC,2010-08-01,Faxineira é acusada de sequestrar e matar cientista milionário nos EUA,https://www1.folha.uol.com.br/folha/bbc/ult272u676332.shtml,0
Folha de S. Paulo,Ciência,2010-12-01,Cocaína barra fim do prazer em área do cérebro,https://www1.folha.uol.com.br/fsp/ciencia/fe1201201003.htm,0
